Prediction,,,,,,,,,,,,Avg Delta
0,24,1,1,1,-0.240221,-1.007345,-1.157577,-1.156415,-0.365955,7.909343,7.217611,0.691732
1,10,1,1,2,0.970127,0.13076,0.168992,0.156195,-0.365955,8.379209,8.898923,-0.519714000000001
2,7,1,1,1,-0.845396,0.984338,1.12188,1.140653,-0.365955,9.344295,8.327651,1.016644
3,15,1,1,1,-0.240221,-1.007345,-0.896,-0.893893,-0.365955,7.034388,7.049511,-0.015123
4,10,1,1,1,1.575301,0.984338,1.093854,1.075023,2.732576,9.700796,9.726012,-0.0252160000000004
5,22,1,1,1,0.970127,1.268864,1.346089,1.337545,-0.365955,7.909343,7.821997,0.0873460000000002
6,23,1,1,1,-0.240221,0.699812,0.738856,0.74687,-0.365955,7.504061,7.767279,-0.263218
7,8,1,1,1,1.575301,-0.722819,-0.606397,-0.631371,2.732576,8.784597,8.205701,0.578896
8,7,1,1,2,0.364953,0.415286,0.290439,0.287456,-0.365955,9.538435,7.46809,2.070345
9,1,1,1,2,0.970127,-0.722819,-0.681133,-0.697002,-0.365955,9.477668,8.307794,1.169874
10,26,1,1,1,0.364953,0.415286,0.552016,0.549978,-0.365955,9.546884,8.652928,0.893956000000001
11,1,1,1,2,-0.240221,-0.438293,-0.503634,-0.50011,-0.365955,8.784597,8.34545,0.439147
12,11,1,1,1,0.364953,-1.576398,-1.475206,-1.484568,-0.365955,9.328213,8.424161,0.904052
13,23,1,1,1,0.970127,1.55339,1.542271,1.534436,-0.365955,9.80615,8.004237,1.801913
14,1,1,1,1,1.575301,-1.291871,-1.40047,-1.418937,2.732576,8.938725,8.282493,0.656231999999999
15,15,1,1,2,-1.45057,1.268864,1.383457,1.403175,-0.365955,7.909343,7.653466,0.255877
16,8,1,1,1,1.575301,0.984338,1.028459,1.009392,2.732576,6.993603,8.452926,-1.459323
17,1,1,1,2,0.364953,-0.153767,-0.101927,-0.106327,-0.365955,6.993603,8.350954,-1.357351
18,2,1,1,1,0.364953,1.268864,1.205958,1.206284,-0.365955,9.249176,8.156293,1.092883
19,1,1,1,1,0.970127,-1.576398,-1.605995,-1.615829,-0.365955,8.938725,7.907592,1.031133
20,7,1,1,1,0.364953,-0.153767,-0.092585,-0.106327,-0.365955,5.559103,6.985375,-1.426272
21,1,1,1,1,1.575301,-1.576398,-1.662047,-1.68146,2.732576,7.686291,8.231711,-0.545420000000001
22,14,1,1,2,1.575301,1.268864,1.16859,1.140653,2.732576,9.186642,7.730443,1.456199
23,7,1,1,1,0.364953,1.55339,1.411483,1.403175,-0.365955,6.276248,8.591454,-2.315206
24,1,1,1,2,-0.845396,-1.576398,-1.428496,-1.418937,-0.365955,7.686291,7.995669,-0.309378000000001
25,23,1,1,1,0.364953,1.55339,1.411483,1.403175,-0.365955,7.504061,7.818989,-0.314928
26,26,1,1,1,0.970127,-0.438293,-0.419556,-0.43448,-0.365955,9.546884,8.955209,0.591675
27,14,1,1,1,-0.845396,0.13076,0.150308,0.156195,-0.365955,7.685703,8.613055,-0.927351999999999
28,7,1,1,1,0.970127,1.268864,1.159248,1.140653,-0.365955,9.796247,8.19455,1.601697
29,1,1,1,1,0.364953,0.415286,0.430569,0.418717,-0.365955,8.091603,8.386773,-0.295170000000001
30,2,1,1,1,-0.240221,0.415286,0.290439,0.287456,-0.365955,7.544861,8.323951,-0.779089999999999
31,10,1,1,2,-0.845396,-0.153767,-0.242057,-0.237588,-0.365955,9.072241,8.69513,0.377110999999999
32,14,1,1,1,1.575301,0.13076,0.25307,0.221826,2.732576,9.294773,8.538701,0.756072
33,26,1,1,2,-1.45057,-0.722819,-0.718501,-0.697002,-0.365955,9.741028,9.30873,0.432297999999999
34,7,1,1,2,1.575301,-0.438293,-0.34482,-0.368849,2.732576,8.90251,8.735474,0.167036
35,14,1,1,2,0.364953,1.268864,1.205958,1.206284,-0.365955,6.078101,3.564717,2.513384
36,1,1,1,2,-1.45057,-0.153767,-0.251399,-0.237588,-0.365955,7.686291,8.23012,-0.543829
37,23,1,1,1,-0.845396,-0.153767,-0.251399,-0.237588,-0.365955,7.504061,8.385754,-0.881693
38,23,1,1,1,0.970127,0.415286,0.299781,0.287456,-0.365955,7.504061,7.992584,-0.488523
39,22,1,1,1,-0.240221,-0.722819,-0.699817,-0.697002,-0.365955,8.756431,8.244454,0.511977
40,26,1,1,2,-1.45057,1.55339,1.570297,1.600067,-0.365955,7.601402,9.357316,-1.755914
41,9,1,1,2,0.364953,1.55339,1.598324,1.600067,-0.365955,9.69184,8.764268,0.927572
42,7,1,1,2,-1.45057,-0.153767,-0.120611,-0.106327,-0.365955,7.80417,6.660399,1.143771
43,26,1,1,1,-1.45057,0.984338,0.991091,1.009392,-0.365955,9.680407,9.968173,-0.287766
44,8,1,1,1,-0.845396,0.984338,0.991091,1.009392,-0.365955,8.091603,8.281713,-0.190110000000001
45,7,1,1,2,0.970127,0.984338,1.028459,1.009392,-0.365955,10.01938,7.774424,2.244956
46,8,1,1,1,0.364953,0.415286,0.299781,0.287456,-0.365955,6.993603,8.200775,-1.207172
47,9,1,1,1,0.970127,0.699812,0.561358,0.549978,-0.365955,6.993015,8.981484,-1.988469
48,22,1,1,1,1.575301,-1.007345,-1.129551,-1.156415,2.732576,6.811465,7.788967,-0.977502
49,1,1,1,1,-1.45057,0.415286,0.393201,0.418717,-0.365955,9.477668,8.331391,1.146277
50,14,1,1,2,-0.240221,0.415286,0.552016,0.549978,-0.365955,9.557117,7.616788,1.940329
51,23,1,1,1,0.364953,1.268864,1.346089,1.337545,-0.365955,5.428468,7.885117,-2.456649
52,14,1,1,2,0.364953,-1.007345,-1.148235,-1.156415,-0.365955,5.180659,7.436893,-2.256234
53,7,1,1,2,-0.845396,-1.576398,-1.559284,-1.550199,-0.365955,10.001032,8.512036,1.488996
54,1,1,1,2,-1.45057,-1.007345,-1.120209,-1.090785,-0.365955,9.072241,8.510995,0.561246000000001
55,22,1,1,2,0.364953,1.55339,1.476877,1.468806,-0.365955,9.58302,7.887741,1.695279
56,12,1,1,2,0.364953,-0.722819,-0.625081,-0.631371,-0.365955,9.711176,8.272669,1.438507
57,22,1,1,1,1.575301,-0.153767,-0.204689,-0.237588,2.732576,8.420021,7.671502,0.748519
58,1,1,1,1,-0.240221,0.13076,0.150308,0.156195,-0.365955,9.390663,8.536414,0.854248999999999
59,22,1,1,2,2.180475,1.55339,1.504903,1.468806,2.732576,8.196933,8.076334,0.120599
60,1,1,1,2,1.575301,-0.438293,-0.410214,-0.43448,2.732576,6.993603,8.349207,-1.355604
61,1,1,1,1,0.970127,-1.007345,-1.073499,-1.090785,-0.365955,6.993603,8.472638,-1.479035
62,9,1,1,2,-0.845396,-1.291871,-1.176261,-1.156415,-0.365955,9.390076,7.600792,1.789284
63,7,1,1,1,0.364953,-0.438293,-0.354162,-0.368849,-0.365955,9.007857,7.728559,1.279298
